"status","label","ngram forms",,
"w","scanning probes","scanning probes",,
"w","scanning tunneling microscopy","scanning tunneling microscopy",,
"w","scene understanding","scene understanding",,
"w","scheduling tasks","scheduling tasks",,
"w","schottky tunnel fets","schottky tunnel fets",,
"w","scientific computing","scientific computing",,
"w","scientific foundation of future ict approaches","scientific foundation of future ict approaches",,
"w","scientific knowledge discovery","scientific knowledge discovery",,
"w","scientific knowledge objects","scientific knowledge objects",,
"w","scientific programming","scientific programming",,
"w","scientific visualization","scientific visualization",,
"w","scientific web site","scientific web site",,
"w","scientific-public applications","scientific-public applications",,
"w","seasickness","seasickness",,
"w","seasickness- multimedia/multisensory systems-auditory /visual feedback","seasickness- multimedia/multisensory systems-auditory /visual feedback",,
"w","second harmonic generation","second harmonic generation",,
"w","secondary-task systems","secondary-task systems",,
"w","secure communications","secure communications",,
"w","secure e-commerce","secure e-commerce",,
"w","secure multiparty computation","secure multiparty computation",,
"w","secure payments","secure payments",,
"w","secure signal processing","secure signal processing",,
"w","security","security",,
"w","security analysis","security analysis",,
"w","security analysis and modelling","security analysis and modelling",,
"w","security analysis of passive forensics techniques","security analysis of passive forensics techniques",,
"w","security and cryptographic protocols","security and cryptographic protocols",,
"w","security in the era of quantum computing","security in the era of quantum computing",,
"w","security policies","security policies",,
"w","security technologies","security technologies",,
"w","see-through displays","see-through displays",,
"w","segment oriented computing","segment oriented computing",,
"w","segment oriented programming","segment oriented programming",,
"w","seldi-tof","seldi-tof",,
"w","selective area epitaxy","selective area epitaxy",,
"w","self-organizing artifacts","self organizing artifacts *** self-organizing artifacts",,
"w","self-assembly","self-assembly  *** self assembly *** self assembling",,
"w","self-management"," self-management *** self management",,
"w","self-optimization"," self optimisation *** self optimization *** self-optimization *** self-optimisation",,
"w","self-organization","self organization *** self-organization *** self-organisation  *** self organization",,
"w","self organizing principles","self organizing principles",,
"w","self-reflection","self-reflection  *** self reflection",,
"w","self-reproducing automata","self-reproducing automata  *** self reproducing automata",,
"w","self-adaptation"," self-adaptive ***  self-adapting  *** self-adaptation",,
"w","self-adapting devices","self-adapting devices",,
"w","self-adapting quantum machines","self-adapting quantum machines",,
"w","self-adaptive systems","self-adaptive systems",,
"w","self-advertisement","self-advertisement",,
"w","self-calibration","self-calibration",,
"w","self-checking","self-checking",,
"w","self-developing robots","self-developing robots",,
"w","self-healibility","self-healibility",,
"w","self-healing","self-healing",,
"w","self-healing web services","self-healing web services",,
"w","Self-identification","Self-identification",,
"w","self-influencing arc structures","self-influencing arc structures",,
"w","self-learning","self-learning",,
"w","self-localisation","self-localisation",,
"w","self-organising compositions","self-organising compositions",,
"w","self-organising optical networks","self-organising optical networks",,
"w","self-organising semantic coordination","self-organising semantic coordination",,
"w","self-organizing systems","self-organizing systems",,
"w","self-regulating","self-regulating",,
"w","Self-representation","Self-representation",,
"w","self-reproduction","self-reproduction *** self-reproducing",,
"w","self-stabilization","self-stabilization",,
"w","self-structuration","self-structuration",,
"w","selfish behaviour","selfish behaviour",,
"w","selforganization","selforganization",,
"w","semantic analysis","semantic analysis",,
"w","semantic clouds","semantic clouds",,
"w","semantic computing","semantic computing",,
"w","semantic concepts","semantic concepts",,
"w","semantic encoding","semantic encoding",,
"w","semantic framework","semantic framework",,
"w","semantic information integration","semantic information integration",,
"w","semantic interoperability","semantic interoperability",,
"w","semantic mediation","semantic mediation",,
"w","semantic modelling","semantic modelling",,
"w","semantic parsing","semantic parsing",,
"w","semantic retrieval","semantic retrieval",,
"w","semantic tagging","semantic tagging",,
"w","semantic technologies","semantic technologies",,
"w","semantic web"," semantic-web *** semantic web",,
"w","semantic web services","semantic web services",,
"w","semantics","semantics",,
"w","semi-empirical","semi-empirical",,
"w","semiconductor diode laser","semiconductor diode laser",,
"w","semiconductor heterostructure","semiconductor heterostructure",,
"w","semiconductor lasers"," semiconductor laser *** semiconductor lasers",,
"w","semiconductor microcavity","semiconductor microcavity",,
"w","semiconductor microlasers","semiconductor microlasers",,
"w","semiconductor nanostructures","semiconductor nanostructures",,
"w","semiconductor optical amplifier","semiconductor optical amplifier",,
"w","semiconductor spintronics","semiconductor spintronics",,
"w","semiconductor superlattice","semiconductor superlattice",,
"w","semiconductors"," semiconductor *** semiconductors",,
"w","semifullerene","semifullerene",,
"w","sense of time","sense of time",,
"w","sensitive surfaces","sensitive surfaces",,
"w","sensor arrays","sensor arrays",,
"w","sensor calibration","sensor calibration",,
"w","sensor data management","sensor data management",,
"w","sensor fusion","sensor fusion",,
"w","sensor grid","sensor grid",,
"w","sensor networks","sensor network *** sensor networks",,
"w","sensor orientation","sensor orientation",,
"w","sensor technologies","sensor technologies *** sensor technology",,
"w","sensorimotor coordination","sensorimotor coordination",,
"w","sensorimotor interaction","sensorimotor interaction",,
"w","sensorimotor representations","sensorimotor representations",,
"w","sensors"," sensor *** sensors *** sensing",,
"w","sensory stimulation","sensory stimulation",,
"w","sensory-motor","sensory-motor",,
"w","sentiment analysis","sentiment analysis",,
"w","sequence complexity","sequence complexity",,
"w","sequential decision problems","sequential decision problems",,
"w","sequential dynamical systems","sequential dynamical systems",,
"w","sequential function charts","sequential function charts",,
"w","serious games","serious games",,
"w","serotonin","serotonin",,
"w","servers","servers",,
"w","service composition","service composition",,
"w","service compositions","service compositions",,
"w","service cost and pricing","service cost and pricing",,
"w","service ecosystems","service ecosystems",,
"w","service enablers","service enablers",,
"w","service level agreements","service level agreements",,
"w","service management","service management",,
"w","service mashups","service mashups",,
"w","service oriented architecture","service oriented architecture",,
"w","service oriented system","service oriented system",,
"w","service robotics","service robotics",,
"w","service science","service science",,
"w","service validation","service validation",,
"w","service-level-agreements","service-level-agreements",,
"w","service-oriented architectures"," service-oriented architecture *** service-oriented architectures",,
"w","service-oriented information systems","service-oriented information systems",,
"w","service-oriented systems","service-oriented systems",,
"w","services human agents collaborative ontologies emergence","services human agents collaborative ontologies emergence",,
"w","sha-3","sha-3",,
"w","shape and appearance","shape and appearance",,
"w","shape composition","shape composition",,
"w","shape matching","shape matching",,
"w","shape perception","shape perception",,
"w","shaper","shaper",,
"w","shared control","shared control",,
"w","sharing ressources","sharing ressources",,
"w","shoal intelligence","shoal intelligence",,
"w","short term forecast","short term forecast",,
"w","si integrated circuits back-end integration","si integrated circuits back-end integration",,
"w","si-based universal platform for monolithic integration","si-based universal platform for monolithic integration",,
"w","si-compatible","si-compatible",,
"w","si-photonics","si-photonics",,
"w","side-channels","side-channels",,
"w","sige heterostructures","sige heterostructures",,
"w","sige integration","sige integration",,
"w","signal and pattern processing","signal and pattern processing",,
"w","signal processing","signal processing",,
"w","signal processing theory","signal processing theory",,
"w","signal representation","signal representation",,
"w","silent speech","silent speech",,
"w","silent speech interfaces","silent speech interfaces",,
"w","silicene","silicene",,
"w","silicon","silicon",,
"w","silicon carbide","silicon carbide",,
"w","silicon cmos","silicon cmos",,
"w","silicon germanium quantum cascade laser terahertz","silicon germanium quantum cascade laser terahertz",,
"w","silicon laser","silicon laser",,
"w","silicon nanodevices","silicon nanodevices",,
"w","silicon nanowire field effect transistor","silicon nanowire field effect transistor",,
"w","silicon photonics","silicon photonics",,
"w","silicon-nanocrystals","silicon-nanocrystals",,
"w","silicon-on-insulator","silicon-on-insulator",,
"w","similarity analysis","similarity analysis",,
"w","simulation for training","simulation for training",,
"w","simulation theory","simulation theory",,
"w","simulations"," simulation *** simulations",,
"w","simultaneous mapping and localisation","simultaneous mapping and localisation",,
"w","sin tunnel junction","sin tunnel junction",,
"w","single and entangled photon sources","single and entangled photon sources",,
"w","single electron spin","single electron spin",,
"w","single molecule transistor","single molecule transistor",,
"w","single photon detection","single photon detection",,
"w","single spin","single spin",,
"w","single-photon sources","single-photon sources *** single photon sources *** single photon source",,
"w","single-walled carbon nanotubes","single-walled carbon nanotubes",,
"w","situated agents","situated agents",,
"w","situation awareness","situation awareness",,
"w","skin","skin",,
"w","slam","slam",,
"w","sleep","sleep",,
"w","slow-light","slow-light",,
"w","small swing switches","small swing switches",,
"w","small-scale mesoscopic processor","small-scale mesoscopic processor",,
"w","smart card applications","smart card applications",,
"w","smart materials","smart materials",,
"w","smart objects","smart objects",,
"w","smart plankton","smart plankton",,
"w","smart polymeric materials","smart polymeric materials",,
"w","smart robotic solutions","smart robotic solutions",,
"w","smart textiles","smart textiles",,
"w","smart environment","smart environment",,
"w","smartgrids","smartgrids",,
"w","smoke","smoke",,
"w","sngesi","sngesi",,
"w","snps","snps",,
"w","snsige","snsige",,
"w","soa","soa",,
"w","soaring","soaring",,
"w","social","social",,
"w","social agents","social agents",,
"w","social annotations","social annotations",,
"w","social behavior","social behavior *** social behaviour",,
"w","social cognition","social cognition",,
"w","social communication","social communication",,
"w","social computing","social computing",,
"w","social cooperation","social cooperation",,
"w","social impact","social impact",,
"w","social integration","social integration",,
"w","social intelligence","social intelligence",,
"w","social interactions"," social interaction *** social interactions",,
"w","social isolation","social isolation",,
"w","social knowledge creation","social knowledge creation",,
"w","social media","social media",,
"w","social modularity","social modularity",,
"w","social monotony","social monotony",,
"w","social musical communication","social musical communication",,
"w","social nets interactions","social nets interactions",,
"w","social networks","social network *** social networks *** social networking",,
"w","social network sites","social network sites",,
"w","social protocols","social protocols",,
"w","social robots","social robots",,
"w","social sciences","social sciences",,
"w","social search","social search",,
"w","social signal processing","social signal processing",,
"w","social signals","social signals",,
"w","social simulation","social simulation",,
"w","social systems","social systems",,
"w","social web","social web",,
"w","socialisation","socialisation *** socialization",,
"w","socially driven affect analysis","socially driven affect analysis",,
"w","society","society",,
"w","socio-technical innovation","socio-technical innovation",,
"w","socio-technical modelling","socio-technical modelling",,
"w","sociodynamic phenomena","sociodynamic phenomena",,
"w","sociology","sociology",,
"w","socketfit","socketfit",,
"w","soft actuators","soft actuators",,
"w","soft glass","soft glass",,
"w","soft lithography","soft lithography",,
"w","soft pneumatic actuator","soft pneumatic actuator",,
"w","soft robotics","soft robotics",,
"w","soft x-rays","soft x-rays",,
"w","soft-computing","soft-computing",,
"w","soft-lithography","soft-lithography",,
"w","software agents","software agents",,
"w","software and service architectures","software and service architectures",,
"w","software architecture","software architecture",,
"w","software correctness","software correctness",,
"w","software defined radio","software defined radio",,
"w","software design","software design",,
"w","software development","software development",,
"w","software development outsourcing","software development outsourcing",,
"w","software eco-systems","software eco-systems",,
"w","software engineering","software engineering",,
"w","software engineering for mashups","software engineering for mashups",,
"w","software engineering methodologies","software engineering methodologies",,
"w","software evolution","software evolution",,
"w","software graphs","software graphs",,
"w","software infrastructure","software infrastructure",,
"w","software interoperability","software interoperability",,
"w","software modeling","software modeling",,
"w","software offshoring","software offshoring",,
"w","software performance","software performance",,
"w","software project management","software project management",,
"w","software systems","software systems",,
"w","software toolbox","software toolbox",,
"w","software tools","software tools",,
"w","software watermarking","software watermarking",,
"w","software-intensive systems","software-intensive systems",,
"w","solar cells","solar cells",,
"w","solar energy","solar energy",,
"w","solar-blind","solar-blind",,
"w","solid state lighting","solid state lighting",,
"w","solid state physics","solid state physics",,
"w","solid state qubit","solid state qubit",,
"w","sonar tracking","sonar tracking",,
"w","sonic installations","sonic installations",,
"w","sonic interaction design","sonic interaction design",,
"w","sonic maps","sonic maps",,
"w","sonic textures","sonic textures",,
"w","sonification","sonification",,
"w","sonoluminescence","sonoluminescence",,
"w","sound","sound",,
"w","sound and music computing","sound and music computing",,
"w","sound design","sound design",,
"w","sound environment","sound environment",,
"w","sound perception","sound perception",,
"w","sound scene analysis","sound scene analysis",,
"w","sound synthesis","sound synthesis",,
"w","soundscape simulation","soundscape simulation",,
"w","soundscape simulator","soundscape simulator",,
"w","source code interoperability","source code interoperability",,
"w","sp1 proteins","sp1 proteins",,
"w","space variant array","space variant array",,
"w","space-time analysis","space-time analysis",,
"w","space-time processing","space-time processing",,
"w","space-time representation","space-time representation",,
"w","spam","spam",,
"w","sparse coding","sparse coding",,
"w","sparse models","sparse models",,
"w","sparsity","sparsity",,
"w","spatial cognition","spatial cognition",,
"w","spatial data infrastructure","spatial data infrastructure",,
"w","spatial databases","spatial databases",,
"w","spatial economics","spatial economics",,
"w","spatial filtering","spatial filtering",,
"w","spatial light modulators","spatial light modulators",,
"w","spatial memory","spatial memory",,
"w","spatial orientation","spatial orientation",,
"w","spatial reasoning","spatial reasoning",,
"w","spatial solitons","spatial solitons",,
"w","spatio-temporal coding","spatio-temporal coding",,
"w","spatio-temporal knowledge","spatiotemporal knowledge *** spatio-temporal knowledge",,
"w","spatio-temporal knowledge management","spatiotemporal knowledge management *** spatio-temporal knowledge management",,
"w","spatio-temporal reasoning","spatiotemporal reasoning *** spatiotemporal reasoning",,
"w","specialized sublanguage","specialized sublanguage",,
"w","specification and verification","specification and verification",,
"w","specification language","specification language",,
"w","spectral efficiency","spectral efficiency",,
"w","spectroscopy","spectroscopy",,
"w","spectrum efficiency","spectrum efficiency",,
"w","spectrum regulation","spectrum regulation",,
"w","spectrum sharing across operators","spectrum sharing across operators",,
"w","speech","speech",,
"w","speech acoustics","speech acoustics",,
"w","speech articulation","speech articulation",,
"w","speech recognition","speech recognition",,
"w","speech recognition and synthesis","speech recognition and synthesis",,
"w","speech transcription","speech transcription",,
"w","speech-technology","speech-technology",,
"w","sph","sph",,
"w","spike-based","spike-based",,
"w","spike-based computation","spike-based computation",,
"w","spike-based learning","spike-based learning",,
"w","spike-based vlsi neuronal networks","spike-based vlsi neuronal networks",,
"w","spike-time dependent plasticity","spike-time dependent plasticity",,
"w","spiking networks","spiking networks",,
"w","spin","spin",,
"w","spin blockade","spin blockade",,
"w","spin coherence","spin coherence",,
"w","spin detection","spin detection",,
"w","spin dynamics","spin dynamics",,
"w","spin electronics","spin electronics",,
"w","spin hall effect","spin hall effect",,
"w","spin injection","spin injection",,
"w","spin lattices","spin lattices",,
"w","spin manipulation","spin manipulation",,
"w","spin memory","spin memory",,
"w","spin polarised electron transfer","spin polarised electron transfer",,
"w","spin pumping","spin pumping",,
"w","spin qubit","spin qubit",,
"w","spin seebeck","spin seebeck",,
"w","spin switching","spin switching",,
"w","spin systems","spin systems",,
"w","spin torque","spin torque",,
"w","spin transfer physics","spin transfer physics",,
"w","spin transport","spin transport",,
"w","spin waves","spin waves",,
"w","spin-hall effect","spin-hall effect",,
"w","spin-orbit interaction","spin-orbit interaction",,
"w","spin-orbit interactions","spin-orbit interactions",,
"w","spin-photon interface","spin-photon interface",,
"w","spintronics"," spintronic *** spintronics",,
"w","splines","splines",,
"w","spm","spm",,
"w","spontaneous emission","spontaneous emission",,
"w","sports training","sports training",,
"w","spp","spp",,
"w","squids","squids *** squid",,
"w","standard ontology","standard ontology",,
"w","stardardization","stardardization *** standardisation",,
"w","static and dynamic representations","static and dynamic representations",,
"w","statistical learning","statistical learning",,
"w","statistical machine learning","statistical machine learning",,
"w","statistical machine translation","statistical machine translation",,
"w","statistical mechanics","statistical mechanics",,
"w","statistical modeling","statistical modeling",,
"w","statistical physics","statistical physics",,
"w","statistical relational learning","statistical relational learning",,
"w","statistics","statistical analysis *** statistics",,
"w","steganography","steganography",,
"w","stem cells"," stem cell *** stem cells",,
"w","stencil lithography","stencil lithography",,
"w","step by step learning","step by step learning",,
"w","stimulated scattering","stimulated scattering",,
"w","stimulations","stimulation *** stimulations",,
"w","stm","stm",,
"w","stochasticity","stochasticity  *** stochastic",,
"w","stochastic and dynamically open systems","stochastic and dynamically open systems",,
"w","stochastic control","stochastic control",,
"w","stochastic local search","stochastic local search",,
"w","stochastic modeling","stochastic modeling",,
"w","stochastic models","stochastic models",,
"w","stochastic petri nets","stochastic petri nets",,
"w","stochastic process algebra","stochastic process algebra",,
"w","stochastic process calculi","stochastic process calculi",,
"w","stochastic system","stochastic system",,
"w","storage","storage",,
"w","storage systems","storage systems",,
"w","storytelling","storytelling",,
"w","storytelling for e-inclusion","storytelling for e-inclusion",,
"w","strained silicon devices","strained silicon devices",,
"w","strategy generator","strategy generator",,
"w","stream processing","stream processing",,
"w","streaming","streaming",,
"w","stress assessment","stress assessment",,
"w","stress management","stress management",,
"w","stretchable electronics","stretchable electronics",,
"w","string algorithms","string algorithms",,
"w","strong ai","strong ai *** strong artificial intelligence",,
"w","strong authentication","strong authentication",,
"w","strong coupling","strong coupling",,
"w","strong optical coupling","strong optical coupling",,
"w","strongly correlated quantum systems","strongly correlated quantum systems",,
"w","structural information encoding","structural information encoding",,
"w","structured dialog","structured dialog",,
"w","structured overlay network","structured overlay network",,
"w","stylometric analysis","stylometric analysis",,
"w","sub-wavelength structures","sub-wavelength structures",,
"w","subdivided geometric object","subdivided geometric object",,
"w","submodularity","submodularity",,
"w","substrate integrated waveguide","substrate integrated waveguide",,
"w","summarisation","summarisation *** summarization",,
"w","super-intelligent monitoring","super-intelligent monitoring",,
"w","superconducting nanocircuits","superconducting nanocircuits",,
"w","superconducting quantum interference device","superconducting quantum interference device",,
"w","superconducting qubits","superconducting qubits",,
"w","superconducting single photons detectors","superconducting single photons detectors",,
"w","superconductor interface","superconductor interface",,
"w","superconductor nanowire","superconductor nanowire",,
"w","superconductors","superconductor *** superconductors *** superconductivity *** superconducting",,
"w","supercontinuum generation","supercontinuum generation",,
"w","superlattice","superlattice",,
"w","supervised autonomy","supervised autonomy",,
"w","supervised learning","supervised learning",,
"w","supervisory control","supervisory control",,
"w","supply chain","supply chain",,
"w","supramolecular chemistry","supramolecular chemistry",,
"w","supramolecular systems","supramolecular systems",,
"w","surface acoustic wave","surface acoustic wave",,
"w","surface acoustic waves","surface acoustic waves",,
"w","surface enchanced raman","surface enchanced raman",,
"w","surface functionalization","surface functionalization",,
"w","surface plasmon","surface plasmon",,
"w","surface plasmon resonance","surface plasmon resonance",,
"w","surface structure","surface structure",,
"w","surgery","surgery",,
"w","surgical robotics","surgical robotics",,
"w","surgical skill transfer","surgical skill transfer",,
"w","surgical teleoperation","surgical teleoperation",,
"w","surgical tool","surgical tool",,
"w","surgical tool design","surgical tool design",,
"w","surveying","surveying",,
"w","susceptibility","susceptibility",,
"w","sustainability","sustainability",,
"w","sustainability indicators","sustainability indicators",,
"w","sustainable development","sustainable development",,
"w","sustainable growth","sustainable growth",,
"w","sustainable production and consumption","sustainable production and consumption",,
"w","swarm intelligence","swarm intelligence",,
"w","swarm robotics","swarm robotics",,
"w","swarm-inspired community coordination","swarm-inspired community coordination",,
"w","swaser","swaser",,
"w","symbiosis","symbiosis",,
"w","symbiotic interactions","symbiotic interactions",,
"w","symbiotic security","symbiotic security",,
"w","symbol grounding","symbol grounding",,
"w","symbolic knowledge","symbolic knowledge",,
"w","symbolic representation of large markov chains","symbolic representation of large markov chains",,
"w","symbolic techniques","symbolic techniques",,
"w","synaptic plasticity","synaptic plasticity",,
"w","synchronization","synchronization",,
"w","synchronization and consistency","synchronization and consistency",,
"w","syntax","syntax",,
"w","synthetic biology","synthetic biology",,
"w","synthetic proteins","synthetic proteins",,
"w","sysml","sysml",,
"w","system biology","system biology",,
"w","system genetics","system genetics",,
"w","system identification","system identification",,
"w","system level design","system level design",,
"w","system management","system management",,
"w","system-level design flow","system-level design flow",,
"w","system-on-substrate","system-on-substrate",,
"w","systems biology","systems biology",,
"w","systems in-a-package","systems in-a-package",,
"w","systems management","systems management",,
"w","systems-on-chip","systems-on-chip",,
"w","systems-on-chip technological platform","systems-on-chip technological platform",,
"w","tactile","tactile",,
"w","tactile and auditory information","tactile and auditory information",,
"w","tactile array","tactile array",,
"w","tactile sensing","tactile sensing",,
"w","tag","tag",,
"w","tailor-made nano-structured materials","tailor-made nano-structured materials",,
"w","tamper resistance","tamper resistance",,
"w","tangible","tangible",,
"w","tangible interaction","tangible interaction",,
"w","tangible interfaces","tangible interfaces",,
"w","task identification","task identification",,
"w","task management","task management",,
"w","task modeling","task modeling *** task modelling",,
"w","task parallelism","task parallelism",,
"w","task-specific operations","task-specific operations",,
"w","tcad","tcad",,
"w","teaching methodologies","teaching methodologies",,
"w","team automata","team automata",,
"w","technological networks","technological networks",,
"w","technological platform","technological platform *** technology platform",,
"w","technology enhanced learning","technology enhanced learning",,
"w","technology of democracy","technology of democracy",,
"w","technology-enhanced learning","technology-enhanced learning",,
"w","telecommunications","telecommunications *** telecommunication",,
"w","telediagnosis","telediagnosis",,
"w","telehealth","telehealth",,
"w","telehomecare","telehomecare",,
"w","telematics","telematics",,
"w","telemedicine","telemedicine",,
"w","telemetry","telemetry",,
"w","television","television",,
"w","telomeres","telomeres",,
"w","telric","telric",,
"w","templating","templating",,
"w","temporal cognition","temporal cognition",,
"w","tensor","tensor",,
"w","terahertz","terahertz",,
"w","terahertz continuous wave generation","terahertz continuous wave generation",,
"w","terahertz emission and detection","terahertz emission and detection",,
"w","terahertz frequencies","terahertz frequencies",,
"w","terahertz generation","terahertz generation",,
"w","terahertz quantum cascade lasers","terahertz quantum cascade lasers",,
"w","terbium","terbium",,
"w","termination rates","termination rates",,
"w","text-mining","text mining *** text-mining",,
"w","web-mining","web-mining  *** web mining",,
"w","textual knowledge","textual knowledge",,
"w","tft","tft",,
"w","the broken internet","the broken internet",,
"w","theory of computation","theory of computation",,
"w","theory of mind","theory of mind",,
"w","theory of simulation","theory of simulation",,
"w","thermal conductivity and management","thermal conductivity and management",,
"w","thermal control","thermal control",,
"w","thermal emission","thermal emission",,
"w","thermal imaging","thermal imaging",,
"w","thermal interface materials"," thermal interface material *** thermal interface materials",,
"w","thermal stimulation","thermal stimulation",,
"w","thermo-electric","thermo-electric",,
"w","thermo-voltaics","thermo-voltaics",,
"w","thermodynamics of mesoscopic systems","thermodynamics of mesoscopic systems",,
"w","thermoelectric","thermoelectric",,
"w","thin film battery","thin film battery",,
"w","thin films","thin films",,
"w","thinking sustainable","thinking sustainable",,
"w","third age","third age",,
"w","three-dimensional circuitry","three-dimensional circuitry",,
"w","through-silicon via","through-silicon via",,
"w","thz","thz",,
"w","thz channel characterisation","thz channel characterisation",,
"w","thz detector","thz detector",,
"w","thz devices","thz devices",,
"w","thz imaging","thz imaging",,
"w","thz photonic sources","thz photonic sources",,
"w","thz propagation phenomena","thz propagation phenomena",,
"w","thz wireless communications","thz wireless communications",,
"w","tightly integrated network","tightly integrated network",,
"w","time-complexity","time-complexity",,
"w","time-dependent flow data analysis","time-dependent flow data analysis",,
"w","time-resolved electron dynamics","time-resolved electron dynamics",,
"w","timed automata","timed automata",,
"w","tissue culture","tissue culture",,
"w","tomography","tomography",,
"w","tool integration","tool integration",,
"w","tools supporting participant of limited capabilities","tools supporting participant of limited capabilities",,
"w","top-down approach","top-down approach",,
"w","top-down patterning","top-down patterning",,
"w","topological error protection","topological error protection",,
"w","topological order","topological order",,
"w","topological phases","topological phases",,
"w","topological quantum computing","topological quantum computing",,
"w","topological representation model","topological representation model",,
"w","topology","topology",,
"w","topology control","topology control",,
"w","touch","touch",,
"w","tourism","tourism",,
"w","trace gas sensing","trace gas sensing",,
"w","traceability","traceability",,
"w","tracking","tracking",,
"w","tractability","tractability",,
"w","tractography","tractography",,
"w","trade and risk processes","trade and risk processes",,
"w","trading","trading",,
"w","traditional chinese medicine","traditional chinese medicine *** traditional chinese medicin",,
"w","trajectory tracking services","trajectory tracking services",,
"w","transactional memory","transactional memory",,
"w","transducer","transducer",,
"w","transducer platform","transducer platform",,
"w","transformation algorithms","transformation algorithms",,
"w","transistor","transistor",,
"w","translation","translation",,
"w","transmission electron microscopy","transmission electron microscopy",,
"w","transmission line","transmission line",,
"w","transmission of knowledge","transmission of knowledge",,
"w","transmitter","transmitter",,
"w","transparent electronics","transparent electronics",,
"w","transport","transport",,
"w","transport models","transport models",,
"w","transportation","transportation",,
"w","trap arrays","trap arrays",,
"w","trapped ion arrays","trapped ion arrays",,
"w","trapped ions","trapped ions *** trapped ion",,
"w","treatments"," treatment *** treatments",,
"w","trophallaxis","trophallaxis",,
"w","trust","trust",,
"w","trust management","trust management",,
"w","trusted computing","trusted computing",,
"w","trustworthiness","trustworthiness",,
"w","trustworthiness of multimedia signals","trustworthiness of multimedia signals",,
"w","trustworthy ict","trustworthy ict",,
"w","tsv","tsv",,
"w","tumor","tumor",,
"w","tumor growth","tumor growth",,
"w","tunable parallel programs","tunable parallel programs",,
"w","tunable-polarity nanodevices","tunable-polarity nanodevices",,
"w","tunnel fet","tunnel fet",,
"w","tunnel fets","tunnel fets",,
"w","tunneling","tunneling",,
"w","turbo-processing","turbo-processing *** turbo processing",,
"w","turbulence","turbulence",,
"w","turing test","turing test",,
"w","twin-photon source","twin-photon source *** twin photons",,
"w","two-dimensional electron gas","two-dimensional electron gas",,
"w","two-terminal electronics","two-terminal electronics",,
"w","type theory","type theory",,
"w","uav","uav",,
"w","ubiquitous computing","ubiquitous computing",,
"w","ubiquitous positioning","ubiquitous positioning",,
"w","uhv","uhv",,
"w","ui generation","ui generation",,
"w","ultimate scaling","ultimate scaling",,
"w","ultra high definition","ultra high definition",,
"w","ultra large-scale systems","ultra large-scale systems",,
"w","ultra-fast all-optical switch","ultra-fast all-optical switch",,
"w","ultra-fast public key cryptography","ultra-fast public key cryptography",,
"w","ultra-high datarate","ultra-high datarate",,
"w","ultra-high-frequency","ultra-high-frequency",,
"w","ultra-high-speed devices","ultra-high-speed devices",,
"w","ultra-low noise detector","ultra-low noise detector",,
"w","ultra-low power sensors","ultra-low power sensors",,
"w","ultra-short optic pulses","ultra-short optic pulses",,
"w","ultra-short-pulse laser","ultra-short-pulse laser",,
"w","ultracold atomic physics","ultracold atomic physics *** ultra cold atomic physics",,
"w","ultracold atoms","ultracold atoms *** ultra cold atoms",,
"w","ultrafast electron dynamics","ultrafast electron dynamics",,
"w","ultrafast laser","ultrafast laser",,
"w","ultrafast modulation","ultrafast modulation",,
"w","ultralong laser","ultralong laser",,
"w","ultrashort pulse generation","ultrashort pulse generation",,
"w","ultrasonic imaging","ultrasonic imaging",,
"w","ultrasonics","ultrasonics",,
"w","ultrasound","ultrasound",,
"w","umts","umts",,
"w","uncertainty","uncertainty",,
"w","uncertainty management","uncertainty management",,
"w","uncertainty principle","uncertainty principle",,
"w","unconventional quantum cascade devices","unconventional quantum cascade devices",,
"w","under-water sensor network","under-water sensor network",,
"w","underwater","underwater",,
"w","underwater communication","underwater communication",,
"w","underwater monitoring platform","underwater monitoring platform",,
"w","underwater robotics","underwater robotics",,
"w","underwater sensing","underwater sensing",,
"w","underwater sensor networks","underwater sensor networks",,
"w","underwater wireless communication","underwater wireless communication",,
"w","uniform multimedia content representation","uniform multimedia content representation",,
"w","universal time coordinate","universal time coordinate",,
"w","universities","universities *** university",,
"w","unlicensed spectrum","unlicensed spectrum",,
"w","unmanned aerial vehicles"," unmanned aerial vehicle *** unmanned aerial vehicles",,
"w","unmyelinated nerves","unmyelinated nerves",,
"w","unobtrusive","unobtrusive",,
"w","unsupervised learning","unsupervised learning",,
"w","unsupervised classification","unsupervised classification",,
"w","up-conversion","up-conversion",,
"w","upper limb prosthesis","upper limb prosthesis",,
"w","urban","urban",,
"w","urban development","urban development",,
"w","urban localization","urban localization",,
"w","urban soundscape","urban soundscape",,
"w","urban transport","urban transport",,
"w","usage control","usage control",,
"w","user centric","user centric",,
"w","user centricity","user centricity",,
"w","user collaboration","user collaboration",,
"w","user driven","user driven",,
"w","user driven innovation","user driven innovation",,
"w","user experience","user experience",,
"w","user interaction","user interaction",,
"w","user interaction design","user interaction design",,
"w","user interface software and technologies","user interface software and technologies",,
"w","user interfaces"," user interface *** user interfaces",,
"w","user interfaces for wireless term","user interfaces for wireless term",,
"w","user profiling","user profiling",,
"w","user-developed service adaptation","user-developed service adaptation",,
"w","utility computing","utility computing",,
"w","utility region","utility region",,
"w","utilization of icts","utilization of icts",,
"w","uwb","uwb",,
"w","vaa","vaa",,
"w","vacnt","vacnt",,
"w","value systems","value systems",,
"w","vapor deposition","vapor deposition",,
"w","varing-time 3d images","varing-time 3d images",,
